Ticker,Name,GR_name,address,latitude,longitude,Price,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Dschgd:Y,Wtr Intens/Sls:Y,Wste Per Sls:Y,Engy Intens/Sls:Y,Energy Intensity per Assets,Wste Sent to Ldflls:Y,Waste Generated per Assets,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y,Tot Wtr Use:Y,Waste Recycl:Y,Total Waste:Y,Energy Consump:Y,Wste Sent to Ldflls:Y
NKE UN Equity,NIKE Inc,,"Omaha, Nebraska",41.2587317,-95.9378732,60.3,31911000064,US6541061031,Consumer Goods,Personal Goods,US,,,19.75230026,0.072700001,9.922300339,,0.566999972,,1516.859985,130,,499.9899902,0.916999996,1.840000033,207,0.566999972
WYNN UW Equity,Wynn Resorts Ltd,Williams Companies,"Omaha, Nebraska",41.2587317,-95.9378732,99.99,4075882944,US9831341071,Consumer Services,Travel & Leisure,US,,,,,,,,,,,31132.40039,,,,,
PNW UN Equity,Pinnacle West Capital Corp,,"Orlando, Florida",28.5421175,-81.3790462,74.11,3495443008,US7234841010,Utilities,Electricity,US,,,39574.90234,6.194300175,,,21.60000038,1.513630481,,16.6760006,,138181,5.415500164,21.62809944,,21.60000038
MET UN Equity,MetLife Inc,,"Orrville, Ohio",40.8436664,-81.7640212,41.92,69950998528,US59156R1086,Financials,Life Insurance,US,,,3.875699997,0.039099999,2.797499895,,1.129400015,,24.59499931,14.41399956,,284.1499939,1.734899998,2.864200115,205.1009979,1.129400015
TAP UN Equity,Molson Coors Brewing Co,,"Palo Alto, California",37.442156,-122.1634472,92.3,3567499968,US60871R2094,Consumer Goods,Beverages,US,150676,,36339.87109,14.82429981,286.5083923,84.97435291,9.725000381,4.396678107,1437.540039,119,,15067.59961,49.97999954,61.4659996,1187.949951,9.725000381
NVDA UW Equity,NVIDIA Corp,,"Palo Alto, California",37.442156,-122.1634472,35.43,5009999872,US67066G1040,Technology,Technology Hardware & Equipment,US,241.25,241.25,51.5326004,0.268299997,25.78230095,16.76070393,0.266000003,0.174411312,40.94400024,52.27299881,12.23799992,241.25,0.232999995,1.256000042,120.6999969,0.266000003
O UN Equity,Realty Income Corp,Qualcomm,"Palo Alto, California",37.442156,-122.1634472,62.65,1023284000,US7561091049,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,,,,,,
VLO UN Equity,Valero Energy Corp,,"Palo Alto, California",37.442156,-122.1634472,61.66,87803998208,US91913Y1001,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,6000,,,,,,
SYF UN Equity,Synchrony Financial,Starwood Hotels and Resorts,"Parsippany, New Jersey",40.865,-74.417,27.97,13620000000,US87165B1035,Financials,Financial Services,US,,,,,,,,,,,,,,,,
NDAQ UW Equity,Nasdaq Inc,,"Pasadena, California",34.1476452,-118.1444779,64.26,3401000000,US6311031081,Financials,Financial Services,US,,,,,,,,,,,,,,,,
EL UN Equity,Estee Lauder Cos Inc/The,,"Pawtucket, Rhode Island",41.878711,-71.3825558,94.54,11064400128,US5184391044,Consumer Goods,Personal Goods,US,,,,1.51699996,,,,,60.07970047,62.80929947,7.347000122,,13.70950031,16.63940048,,
PH UN Equity,Parker-Hannifin Corp,,"Penfield, New York",43.1303407,-77.475551,109.03,11881756928,US7010941042,Industrials,General Industrials,US,,,,,,,,,,619.3439941,,,,,,
GPS UN Equity,Gap Inc/The,,"Peoria, Illinois",40.6938609,-89.5891008,27.68,15796999680,US3647601083,Consumer Services,General Retailers,US,,,72.40640259,,71.06780243,151.8855657,,,220.628006,468.5840149,990,1190,,,1168,
FOXA UW Equity,Twenty-First Century Fox Inc,,"Perrysburg, Ohio",41.556996,-83.627157,28.55,26497000448,US90130A1016,Consumer Services,Media,US,,,,,,,,,,473.6530151,,,,,,
LVLT UN Equity,Level 3 Communications Inc,,"Philadelphia, Pennsylvania",39.9523993,-75.1635899,51.25,8228999808,US52729N3089,Telecommunications,Fixed Line Telecommunications,US,,,,,,,,,,,38.05500031,,,,,
NWL UN Equity,Newell Rubbermaid Inc,,"Philadelphia, Pennsylvania",39.9523993,-75.1635899,43.84,5915699968,US6512291062,Consumer Goods,Household Goods & Home Construction,US,757.9119802,496.0799866,,2.902400017,94.11560059,82.11080766,3.911999941,2.532181564,,244.3739929,8.522999763,,12.49499989,16.62199974,539,3.911999941
PRGO UN Equity,Perrigo Co PLC,,"Philadelphia, Pennsylvania",39.9523993,-75.1635899,131.37,5350200064,IE00BGH1M568,Health Care,Pharmaceuticals & Biotechnology,IE,,,311.4440002,,,,,,,165.7030029,,1299.219971,4.338300228,,,
SBUX UW Equity,Starbucks Corp,Southwest Airlines,"Philadelphia, Pennsylvania",39.9523993,-75.1635899,61.17,19733000192,US8552441094,Consumer Services,Travel & Leisure,US,,,796.5806885,,145.5301056,,271.2999878,,9710.5,969.2999878,12.35200024,13102,,,2393.649902,271.2999878
PAYX UW Equity,Paychex Inc,,"Phoenix, Arizona",33.4485866,-112.0773456,52.87,2890200000,US7043261079,Industrials,Support Services,US,,,,,,,,,,,,,,,,
SWN UN Equity,Southwestern Energy Co,Simon,"Phoenix, Arizona",33.4485866,-112.0773456,8.01,3339000000,US8454671095,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,24300,,,,,
TROW UW Equity,T Rowe Price Group Inc,Stericycle,"Phoenix, Arizona",33.4485866,-112.0773456,71.48,4200600000,US74144T1088,Financials,Financial Services,US,,,,0.238299996,,,,,4.580999851,32.34999847,5200,,0.61500001,0.949000001,,
AMGN UW Equity,Amgen Inc,Amgen Inc.,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861,157.38,21661999616,US0311621009,Health Care,Pharmaceuticals & Biotechnology,US,2487,1551,150.1271057,0.630599976,51.3103981,14.91747368,2.792999983,0.183323915,65,258,,3012,3.694000006,12.65100002,1029.439941,2.792999983
TMK UN Equity,Torchmark Corp,Textron Inc,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861,52.83,3988844928,US8910271043,Financials,Life Insurance,US,,,,,,,,,,,46.79999924,,,,,
TSS UN Equity,Total System Services Inc,Thermo Fisher Scientific,"Pittsburgh, Pennsylvania",40.4416941,-79.9900861,48.31,2779541056,US8919061098,Industrials,Support Services,US,,,,,,,,,,,50.54899979,,,,,
PG UN Equity,Procter & Gamble Co/The,,"Plano, Texas",33.0136764,-96.6925096,83.24,69373998080,US7427181091,Consumer Goods,Household Goods & Home Construction,US,,,912.3612061,10.44849968,236.1540985,139.1065262,,6.154677787,,2952,2.253999949,69594,709.3300171,797,18013.59961,
TXN UW Equity,Texas Instruments Inc,TE Connectivity,"Plano, Texas",33.0136764,-96.6925096,57.15,13000000000,US8825081040,Technology,Technology Hardware & Equipment,US,,17527.25586,2002.340576,2.499000072,229.2832031,,2.5,,,1344,252.6159973,26120.5332,29.34000015,32.59999847,2991,2.5
STZ UN Equity,Constellation Brands Inc,,"Pleasanton, California",37.6624312,-121.8746789,157.37,6548400000,US21036P1084,Consumer Goods,Beverages,US,,,,,,,,,,93.76899719,,,,,,
DHR UN Equity,Danaher Corp,,"Plymouth, Minnesota",45.0065149,-93.46651,93.28,20908599808,US2358511028,Industrials,General Industrials,US,,,288.8904114,2.264899969,23.40340042,,,,,205.2680054,2901.370117,5523.006836,21.13400078,43.29999924,447.427002,
L UN Equity,Loews Corp,,"Princeton, New Jersey",40.3492744,-74.6592958,37.52,13415000064,US5404241086,Financials,Nonlife Insurance,US,,,,,,,,,,,60000,,,,,
LEG UN Equity,Leggett & Platt Inc,,"Providence, Rhode Island",41.8239891,-71.4128343,48.32,3917200000,US5246601075,Consumer Goods,Household Goods & Home Construction,US,,,,,,,,,,360.7969971,,,,,,
RSG UN Equity,Republic Services Inc,,"Providence, Rhode Island",41.8239891,-71.4128343,46.24,9115000064,US7607591002,Industrials,Support Services,US,,,,,,,,,,,1056,,,,,
RHI UN Equity,Robert Half International Inc,,"Purchase, New York",41.04733145,-73.70156595,44.13,5094932992,US7703231032,Industrials,Support Services,US,,,,,,,,,,,217.5879974,,,,,
MCD UN Equity,McDonald's Corp,,"Radnor, Pennsylvania",40.02897395,-75.36801418,128.14,25413000192,US5801351017,Consumer Services,Travel & Leisure,US,,,,,108.7048035,87.15239954,,,8376,1775,,,,,2983,
RIG UN Equity,Transocean Ltd,,"Radnor, Pennsylvania",40.02897395,-75.36801418,8.41,7386000128,CH0048265513,Oil & Gas,"Oil Equipment, Services & Distribution",CH,,,,6.429599762,42.76570129,,,,138,4.400000095,3.842000008,,35.59999847,74.30000305,494.2000122,
CVX UN Equity,Chevron Corp,,"Raleigh, North Carolina",35.7804015,-78.6390779,94.79,1.23E+11,US1667641005,Oil & Gas,Oil & Gas Producers,US,126000,,1128.398193,,1070.329956,773.7326427,,,358000,3849.319092,,217000,,,205833,
HCN UN Equity,Welltower Inc,,"Raleigh, North Carolina",35.7804015,-78.6390779,68.77,3859827072,US95040Q1040,Financials,Real Estate Investment Trusts,US,,,320.1870117,,90.27330017,,17.67900085,,1.248000026,155.8869934,,1070.560059,2.190000057,,301.8330078,17.67900085
BDX UN Equity,Becton Dickinson and Co,,"Redmond, Washington",47.64083365,-122.1273751,155.03,11216000000,US0758871091,Health Care,Health Care Equipment & Services,US,,3408.175781,527.1193848,4.579999924,149.7268066,,7.993999958,,108.7050018,192.9720001,85.18800354,4452.050293,23.92000008,38.68299866,1264.592773,7.993999958
ADT UN Equity,ADT Corp/The,,"Redwood City, California",37.4852152,-122.2363548,41.39,3587000000,US00101J1060,Industrials,Support Services,US,,,,,,,,,,,,,,,,
ADSK UW Equity,Autodesk Inc,,"Redwood City, California",37.4852152,-122.2363548,56.39,2504100032,US0527691069,Technology,Software & Computer Services,US,,,,5.027900219,15.05850029,7.705154873,0.088,2.572662285,63.70800018,1.679999948,,,0.035,12.63099957,37.83000183,0.088
LH UN Equity,Laboratory Corp of America Holdings,,"Redwood Shores, California",37.5318804,-122.2480219,118.46,8680099968,US50540R4092,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,9.430000305,,,,,
GLW UN Equity,Corning Inc,,"Richfield, Minnesota",44.8766431,-93.2877877,20.66,9111000064,US2193501051,Technology,Technology Hardware & Equipment,US,,,,,17.79249954,,,,,908.8170166,50.88499832,,,,118,
F UN Equity,Ford Motor Co,,"Richmond, Virginia",37.5385087,-77.43428,12.52,1.50E+11,US3453708600,Consumer Goods,Automobiles & Parts,US,,11400,174.2124023,,103.6945038,,39.09999847,,,,,25100,,,14940,39.09999847
SWK UN Equity,Stanley Black & Decker Inc,,"Richmond, Virginia",37.5385087,-77.43428,104.77,11171800064,US8545021011,Consumer Goods,Household Goods & Home Construction,US,,,,,,,,,,162.1900024,,,,,,
WMT UN Equity,Wal-Mart Stores Inc,Viacom,"Richmond, Virginia",37.5385087,-77.43428,68.22,4.82E+11,US9311421039,Consumer Services,General Retailers,US,,,,,,,,,,,202.0850067,,,,,
SCHW UN Equity,Charles Schwab Corp/The,,"Riverwoods, Illinois",42.1675254,-87.897014,26.39,6501000064,US8085131055,Financials,Financial Services,US,,,,,,,,,,,,,,,,
ABBV UN Equity,AbbVie Inc,,"Roanoke, Virginia",37.270973,-79.9414313,59.3,22858999808,US00287Y1091,Health Care,Pharmaceuticals & Biotechnology,US,,,,1.943899989,112.2244034,,,,,358,,,,38.79999924,2240,
CINF UW Equity,Cincinnati Financial Corp,,"Rockville, Maryland",39.0840054,-77.1527573,64.31,5142000000,US1720621010,Financials,Nonlife Insurance,US,,,,,,,,,,,,,,,,
BSX UN Equity,Boston Scientific Corp,,"Roseland, New Jersey",40.8206555,-74.2937595,19.29,7477000064,US1011371077,Health Care,Health Care Equipment & Services,US,,,107.719902,1.192399979,48.5094986,,,,,,,794.9730225,8.359999657,8.800000191,358,
MRO UN Equity,Marathon Oil Corp,,"Rosemead, California",34.0676169,-118.0879763,11.22,5596000000,US5658491064,Oil & Gas,Oil & Gas Producers,US,,,,,1512.522949,459.183525,,,,970,2400,,,,16522.80078,
PNR UN Equity,Pentair PLC,,"Rotterdam, Netherlands",51.92442,4.477733,50.7,6449000064,IE00BLS09M33,Industrials,Industrial Engineering,IE,,,,,,,,,,,,,,,,
PYPL UW Equity,PayPal Holdings Inc,,"Salt Lake City, Utah",40.787878,-111.891047,38.28,9247999744,US70450Y1038,Industrials,Support Services,US,,,,,,,,,,,,,,,,
ESS UN Equity,Essex Property Trust Inc,,"San Antonio, Texas",29.424122,-98.493428,230.6,1194406944,US2971781057,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,28.11599922,,,,,
ISRG UW Equity,Intuitive Surgical Inc,,"San Antonio, Texas",29.424122,-98.493428,614.78,2384399904,US46120E6023,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,0.924000025,,,,,
EXPD UW Equity,Expeditors International of Washington I,,"San Diego, California",32.88101605,-117.2311636,47.35,6616632064,US3021301094,Industrials,Industrial Transportation,US,,,,,,,,,,,67.79299927,,,,,
GS UN Equity,Goldman Sachs Group Inc/The,,"San Diego, California",32.88101605,-117.2311636,150.41,39208001024,US38141G1040,Financials,Financial Services,US,1062.530029,,26.50690079,1.389899969,14.40429974,0.674337825,1.185299993,0.065069373,143.1820068,242.2279968,414.3909912,1062.530029,51.6637001,55.71500015,577.3950195,1.185299993
HBAN UW Equity,Huntington Bancshares Inc/OH,,"San Diego, California",32.88101605,-117.2311636,9.3,3153251008,US4461501045,Financials,Banks,US,,,,,,,,,,,,,,,,
URBN UW Equity,Urban Outfitters Inc,,"San Diego, California",32.88101605,-117.2311636,30.62,3445133952,US9170471026,Consumer Services,General Retailers,US,,,,,,,,,,,258.4559937,,,,,
AIG UN Equity,American International Group Inc,,"San Francisco, California",37.76262625,-122.458515,53.11,58327000064,US0268747849,Financials,Nonlife Insurance,US,,,,,,,,,,,,,,,,
AME UN Equity,AMETEK Inc,,"San Francisco, California",37.76262625,-122.458515,49.03,3974294976,US0311001004,Industrials,Electronic & Electrical Equipment,US,,,,,,,,,,,910,,,,,
FB UW Equity,Facebook Inc,,"San Francisco, California",37.76262625,-122.458515,113.64,17927000064,US30303M1027,Technology,Software & Computer Services,US,,,60.73460007,,83.02580261,25.89701246,,,84,438.2399902,,757.1170044,,,1035,
ITW UN Equity,Illinois Tool Works Inc,,"San Francisco, California",37.76262625,-122.458515,102.56,13404999936,US4523081093,Industrials,Industrial Engineering,US,,,,6.382599831,101.8516998,,,,10,710,,,50.06299973,82.60299683,1384.189941,
ILMN UW Equity,Illumina Inc,,"San Francisco, California",37.76262625,-122.458515,168.21,2219761984,US4523271090,Health Care,Pharmaceuticals & Biotechnology,US,,,,,,,,,,,6.381999969,,,,,
IVZ UN Equity,Invesco Ltd,,"San Francisco, California",37.76262625,-122.458515,29.6,5122899968,BMG491BT1088,Financials,Financial Services,BM,,,,,,,,,,,642.0009766,,,,,
TSN UN Equity,Tyson Foods Inc,,"San Francisco, California",37.76262625,-122.458515,67.84,39708000256,US9024941034,Consumer Goods,Food Producers,US,,,2786.271484,,,,103.6360016,,,,41.20800018,115195,24,,11794.2002,103.6360016
XLNX UW Equity,Xilinx Inc,,"San Francisco, California",37.76262625,-122.458515,46.14,2209714976,US9839191015,Technology,Technology Hardware & Equipment,US,,,,,,,,,,34.1269989,31.27499962,,,,,
PKI UN Equity,PerkinElmer Inc,,"San Jose, California",37.3361905,-121.8905833,49.26,2262358976,US7140461093,Industrials,Electronic & Electrical Equipment,US,,,75.89559937,,,,,,,44.19599915,105.0999985,169.7949982,,,,
JPM UN Equity,JPMorgan Chase & Co,,"San Jose, California",37.3361905,-121.8905833,57.32,1.01E+11,US46625H1005,Financials,Banks,US,,,54.54809952,0.291999996,23.80389977,,,,147.8110046,1073.550049,12.94299984,6046,31.49500084,32.36899948,2452.02002,
ORCL UN Equity,Oracle Corp,,"San Jose, California",37.3361905,-121.8905833,39.97,37159000064,US68389X1054,Technology,Software & Computer Services,US,,,,,22.7928009,,,,637.5499878,453.8680115,31.43300056,,,,872.3959961,
PPL UN Equity,PPL Corp,,"San Jose, California",37.3361905,-121.8905833,37.36,8603999872,US69351T1060,Utilities,Electricity,US,,,,0.044599999,,,,0.007200757,,,,,,0.349999994,,
UA/C-W UN Equity,Under Armour Inc,,"San Jose, California",37.3361905,-121.8905833,41.56,3963313024,US9043112062,Consumer Goods,Personal Goods,US,,,,,,,,,,,,,,,,
UNH UN Equity,UnitedHealth Group Inc,,"San Jose, California",37.3361905,-121.8905833,126.87,1.57E+11,US91324P1021,Health Care,Health Care Equipment & Services,US,,,,,2.828799963,,,,,,41.10200119,,,,229.6589966,
SYMC UW Equity,Symantec Corp,Starbucks Coffee Company,"San Mateo, California",37.5446217,-122.3091165,18.18,5424000064,US8715031089,Technology,Software & Computer Services,US,774,,118.9304962,0.169799998,47.27410126,23.2494524,0.379999995,0.083503364,602.289978,155.4100037,9.616000175,774,0.629999995,1.105000019,307.6600037,0.379999995
BBY UN Equity,Best Buy Co Inc,,"San Rafael, California",37.9735346,-122.5310874,30.22,39528000512,US0865161014,Consumer Services,General Retailers,US,,,37.18489838,6.750999928,39.93259811,105.6634938,28.11790085,17.86336347,718.559021,474.32901,15.84899998,1500,35.31930161,272.3269958,1610.839966,28.11790085
IFF UN Equity,International Flavors & Fragrances Inc,,"San Ramon, California",37.7799273,-121.9780153,116.64,3023188992,US4595061015,Basic Materials,Chemicals,US,,,1808.026611,,254.6311951,,,,38.60400009,133.6080017,,5584.149902,,,786.4370117,
GPC UN Equity,Genuine Parts Co,,"Sandy Springs, Georgia",33.9242688,-84.3785379,96.91,15280043776,US3724601055,Consumer Goods,Automobiles & Parts,US,,,,,,,,,,,21.79999924,,,,,
BHI UN Equity,Baker Hughes Inc,,"Santa Clara, California",37.3541132,-121.9551744,41.93,15741999616,US0572241075,Oil & Gas,"Oil Equipment, Services & Distribution",US,2940,999,120.4023972,41.17959976,40.24280167,34.27342422,29,35.07128733,378,387,,2956,56,1011,988,29
HD UN Equity,Home Depot Inc/The,,"Santa Clara, California",37.3541132,-121.9551744,133.87,88519002112,US4370761029,Consumer Services,General Retailers,US,,,,,,,,,2555.017822,2249.709961,13.64599991,,,,,
MAS UN Equity,Masco Corp,,"Santa Clara, California",37.3541132,-121.9551744,31.4,7501000064,US5745991068,Industrials,Construction & Materials,US,,,186.5585938,22.52090073,156.7070007,,,,,297.3640137,3.601000071,1453.664429,126.8779984,175.4830017,1174.518921,
MCO UN Equity,Moody's Corp,,"Santa Clara, California",37.3541132,-121.9551744,92.86,3484499968,US6153691059,Financials,Financial Services,US,,,,,,,,,,,,,,,,
CAT UN Equity,Caterpillar Inc,,"Santa Monica, California",34.0195598,-118.4869739,74.17,47010999296,US1491231015,Industrials,Industrial Engineering,US,9544.219727,,203.0209961,14.37959957,137.9223938,,67.59999847,8.611794081,,1400,,9544.219727,608.4000244,676,7611.109863,67.59999847
UAL UN Equity,United Continental Holdings Inc,Tyco International,"Santa Monica, California",34.0195598,-118.4869739,53.16,37864000512,US9100471096,Consumer Services,Travel & Leisure,US,,,34.57730103,1.523800015,3051.849609,3244.159038,29.81200027,1.619811461,7022.330078,416.0620117,27.69000053,1345.089966,9.329000473,59.27700043,118720,29.81200027
AGN UN Equity,Allergan plc,,"Sarasota, Florida",27.3364347,-82.5306527,241,18275599872,IE00BY9D5467,Health Care,Pharmaceuticals & Biotechnology,IE,,,,,,,,,,66.78099823,12.76399994,,,,,
GME UN Equity,GameStop Corp,,"Schaffhausen, Switzerland",47.69589,8.638049,29.12,9363800064,US36467W1099,Consumer Services,General Retailers,US,,,,,,,,,,,110.310997,,,,,
INTU UW Equity,Intuit Inc,,"Schaffhausen, Switzerland",47.69589,8.638049,103.17,4525999872,US4612021034,Technology,Software & Computer Services,US,,,36.98109818,,31.84300041,,,,47.77099991,33.26900101,,113.5680008,0.2764,0.641200006,99,0.206
PLD UN Equity,Prologis Inc,,"Schaffhausen, Switzerland",47.69589,8.638049,43.65,2197074048,US74340W1036,Financials,Real Estate Investment Trusts,US,,,,,,,,,9.833999634,5.097000122,701.5579834,,,,,
DOV UN Equity,Dover Corp,,"Schaumburg, Illinois",42.0333608,-88.083406,62.72,6956310912,US2600031080,Industrials,Industrial Engineering,US,,,,,98.4910965,,,,,,25.72200012,,,,654,
CSCO UW Equity,Cisco Systems Inc,,"Seattle, Washington",47.6038321,-122.3300624,27.6,49589000192,US17275R1023,Technology,Technology Hardware & Equipment,US,,,44.32379913,0.108000003,36.81779861,15.94980658,,0.046774351,157.8679962,724.8389893,,2179,3.963999987,5.308000088,1810,
JEC UN Equity,Jacobs Engineering Group Inc,,"Seattle, Washington",47.6038321,-122.3300624,40.99,11775761152,US4698141078,Industrials,Construction & Materials,US,,,,,,,,,,,,,,,,
PCAR UW Equity,PACCAR Inc,,"Seattle, Washington",47.6038321,-122.3300624,52.42,19115100160,US6937181088,Industrials,Industrial Engineering,US,,,,,,,,,,,,,,,,
TWX UN Equity,Time Warner Inc,Tesoro,"Seattle, Washington",47.6038321,-122.3300624,72.91,28117999616,US8873173038,Consumer Services,Media,US,,,,,,,,,62.23600006,666.0059814,114000,,,,,
UHS UN Equity,Universal Health Services Inc,,"Seattle, Washington",47.6038321,-122.3300624,123.04,9043450880,US9139031002,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,117.7799988,,,,,
TIF UN Equity,Tiffany & Co,Tenet Healthcare Corporation,"Short Hills, New Jersey",40.7478786,-74.3254271,70.86,4104699968,US8865471085,Consumer Services,General Retailers,US,,,,,27.07349968,22.2097701,,,,43.42900085,,,,,115.0599976,
SJM UN Equity,JM Smucker Co/The,,"Silver Spring, Maryland",38.9906657,-77.026088,127.72,7450700032,US8326964058,Consumer Goods,Food Producers,US,,,,,,,,,,,,,,,,
SHW UN Equity,Sherwin-Williams Co/The,Scana Industrier ASA,"Silver Spring, Maryland",38.9906657,-77.026088,292.73,11339303936,US8243481061,Industrials,Construction & Materials,US,,,,,156.2832947,,,,,293.8800049,,,,,1739.359985,
TRV UN Equity,Travelers Cos Inc/The,Time Warner Cable,"Sparks, Maryland",39.5303908,-76.6458407,114.5,26799999488,US89417E1091,Financials,Nonlife Insurance,US,,,,,,,,,,49.10200119,28.37000084,,,,,
KMX UN Equity,CarMax Inc,,"Springdale, Arkansas",36.186744,-94.128814,49.48,15149675008,US1431301027,Consumer Services,General Retailers,US,,,,,,,,,,,,,,,,
MAR UW Equity,Marriott International Inc/MD,,"Springfield, Massachusetts",42.1070383,-72.6203675,65.53,14485999616,US5719032022,Consumer Services,Travel & Leisure,US,,,4664.395508,,674.833313,,,,3059.293945,3101.736084,31.32979965,64350,,,9310,
MHFI UN Equity,McGraw Hill Financial Inc,,"Springfield, Missouri",37.2153307,-93.2982521,96.73,5312999936,US5806451093,Financials,Financial Services,US,,,33.42269897,9.115599632,23.20509911,,17.7446003,,10.91399956,47.13000107,,,,,,
HOG UN Equity,Harley-Davidson Inc,,"St Louis, Missouri",38.6272733,-90.1978889,44.5,5995401984,US4128221086,Consumer Goods,Automobiles & Parts,US,,,47.29850006,2.341500044,64.39289856,,1.152099967,,,128.9259949,,294.598999,12.49400043,14.58399963,401.0716858,1.152099967
INTC UW Equity,Intel Corp,,"St Louis, Missouri",38.6272733,-90.1978889,31.55,55354999808,US4581401001,Technology,Technology Hardware & Equipment,US,,24273.16797,830.2944946,3.159100056,104.1704025,,40.90000153,,1433,2339,30675,46388.55469,131.1999969,176.5,5820,40.90000153
AA UN Equity,Alcoa Inc,,"St. Paul, Minnesota",44.9504037,-93.1015026,9.48,22534000128,US0138171014,Basic Materials,Industrial Metals & Mining,US,98800,,,,5309.169434,3396.970265,304,,4600,13500,4400,,709,,126921,304
OI UN Equity,Owens-Illinois Inc,,"St. Paul, Minnesota",44.9504037,-93.1015026,16.16,6156000000,US6907684038,Industrials,General Industrials,US,,,,,,,,,,,,,,,,
UNM UN Equity,Unum Group,United Rentals,"St. Paul, Minnesota",44.9504037,-93.1015026,30.19,10731299840,US91529Y1064,Financials,Life Insurance,US,,,17.6317997,258.2565002,10.38430023,,947,,3.24000001,33.63000107,444.6749878,181.2198944,1706,2654.360107,106.7300034,947
APH UN Equity,Amphenol Corp,,"Stamford, Connecticut",41.053,-73.5387,57.78,5568700032,US0320951017,Industrials,Electronic & Electrical Equipment,US,,,,,,,,,,,10,,,,,
CTXS UW Equity,Citrix Systems Inc,,"Stamford, Connecticut",41.053,-73.5387,77.26,3275593984,US1773761002,Technology,Software & Computer Services,US,,,,,,,,,,,3.029999971,,,,,
DISCA UW Equity,Discovery Communications Inc,,"Stamford, Connecticut",41.053,-73.5387,27.91,6393999872,US25470F1049,Consumer Services,Media,US,,,,,,,,,,,,,,,,
SYY UN Equity,Sysco Corp,State Street Corporation,"Stamford, Connecticut",41.053,-73.5387,46.76,48864834560,US8718291078,Consumer Services,Food & Drug Retailers,US,,,,,15.00930023,,,,,,,,,,559,
WM UN Equity,Waste Management Inc,Vulcan Materials Company,"Stamford, Connecticut",41.053,-73.5387,57.59,12961000192,US94106L1098,Industrials,Support Services,US,,,,,,,,,,350.7380066,,,,,,
GWW UN Equity,WW Grainger Inc,Whirlpool,"Summit, New Jersey",40.7182356,-74.3592296,229.97,9973384192,US3848021040,Industrials,Support Services,US,,,59.10419846,,,,,,,,8.831000328,637.1710205,,,,
ANTM UN Equity,Anthem Inc,,"Sunnyvale, California",37.3688301,-122.0363496,143.42,79156498432,US0367521038,Health Care,Health Care Equipment & Services,US,,,,0.202500001,,,,,12.7215004,,,,7.900000095,13.16670036,,
CSX UW Equity,CSX Corp,,"Sunnyvale, California",37.3688301,-122.0363496,24.62,11811000064,US1264081035,Industrials,Industrial Transportation,US,,,520.5217896,17.09989929,1773.644409,,65.59870148,,223.6470032,327.5280151,3.941999912,6594.490234,121.0159988,216.6390076,22470.30078,65.59870148
FCX UN Equity,Freeport-McMoRan Inc,,"Sunnyvale, California",37.3688301,-122.0363496,8.85,15876999936,US35671D8570,Basic Materials,Industrial Metals & Mining,US,278250,44000,61806.13672,26139.14453,1166.153564,426.0831032,226,9550.584103,667.9000244,4300,7.612999916,1325000,86,560371,25000,226
NAVI UW Equity,Navient Corp,,"Sunnyvale, California",37.3688301,-122.0363496,11.6,5196999936,US63938C1080,Financials,Financial Services,US,,,,,,,,,,,,,,,,
VRSN UW Equity,VeriSign Inc,,"Tampa, Florida",27.95,-82.457,89.59,1059366000,US92343E1029,Technology,Software & Computer Services,US,,,,,,,,,,,,,,,,
LLTC UW Equity,Linear Technology Corp,,"Tarrytown, New York",41.0762077,-73.8587461,43.99,1440548992,US5356781063,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,,,,,,
PSX UN Equity,Phillips 66,,"Taylor, Michigan",42.240872,-83.2696509,84.51,85194999808,US7185461040,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,86.67900085,,,,,
CVS UN Equity,CVS Health Corp,,"Teaneck, New Jersey",40.9109742,-73.99449186,100.94,1.53E+11,US1266501006,Consumer Services,Food & Drug Retailers,US,,,44.48690033,,23.85070038,44.8057564,0.044,,80,1468.000122,233.4900055,6200,50.76300049,,3324.004639,0.044
BIIB UW Equity,Biogen Inc,,"Tempe, Arizona",33.4144139,-111.9094474,273.04,10763764224,US09062X1037,Health Care,Pharmaceuticals & Biotechnology,US,677.136004,385.4649963,82.34519958,0.41170001,35.7541008,24.23613122,0.009,0.279083733,345.2170105,44.5320015,,799.0205078,1.008999944,3.994999886,346.9328918,0.009
AEP UN Equity,American Electric Power Co Inc,American Electric Power (AEP),"The Woodlands, Texas",30.1734194,-95.504686,65.5,16696999936,US0255371017,Utilities,Electricity,US,,9742460,1149445.375,195.8791046,,,,,,,30.11199951,14508300,17.03389931,2960.908447,,
